
==================================================
EROS 3.0 - FULL SUITE HANG DIAGNOSTIC
==================================================


Test                                                                                                 Status    
STATUS: PASS
.                                                                        [100%]
1 passed in 1.50s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block25a_api_contract.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.92s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block25b_api_validation.py
STATUS: PASS
...                                                                      [100%]
3 passed in 3.15s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block25c_api_e2e.py
STATUS: PASS
.                                                                        [100%]
1 passed in 2.59s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block25d_integrity_chain.py
STATUS: PASS
.                                                                        [100%]
1 passed in 2.35s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block26c_failure_safety.py
STATUS: PASS
....                                                                     [100%]
4 passed in 6.55s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block26d_observability.py
STATUS: PASS
..                                                                       [100%]
2 passed in 2.87s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block27_operations.py
STATUS: PASS
...                                                                      [100%]
3 passed in 1.03s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block28_worker.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.40s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block29_real_celery.py
STATUS: PASS
....                                                                     [100%]
4 passed in 0.51s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block30_real_worker.py
STATUS: PASS
s.                                                                       [100%]
1 passed, 1 skipped in 4.49s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block30c_real_worker_execution.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.50s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block30d_live_redis_worker.py
STATUS: PASS
ss                                                                       [100%]
2 skipped in 8.76s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block30g_infra.py
STATUS: PASS
s.                                                                       [100%]
1 passed, 1 skipped in 4.61s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block30k_real_celery_broker.py
STATUS: TIMEOUT

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block30l_live_worker.py
STATUS: TIMEOUT

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block30m_definitive_worker.py
STATUS: TIMEOUT

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block30n_strict_worker.py
STATUS: TIMEOUT

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block30o_separate_worker.py
STATUS: FAIL/ERROR
F                                                                        [100%]
================================== FAILURES ===================================
_______________ test_block30o_separate_process_worker_execution _______________

self = <redis._parsers.socket.SocketBuffer object at 0x000001C5F0BA16A0>
length = None, timeout = <object object at 0x000001C5ECE51BC0>
raise_on_timeout = True

    def _read_from_socket(
        self,
        length: Optional[int] = None,
        timeout: Union[float, object] = SENTINEL,
        raise_on_timeout: Optional[bool] = True,
    ) -> bool:
        sock = self._sock
        socket_read_size = self.socket_read_size
        marker = 0
        custom_timeout = timeout is not SENTINEL
    
        buf = self._buffer
        current_pos = buf.tell()
        buf.seek(0, SEEK_END)
        if custom_timeout:
            sock.settimeout(timeout)
        try:
            while True:
>               data = sock.recv(socket_read_size)
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^
E               TimeoutError: timed out

.venv\Lib\site-packages\redis\_parsers\socket.py:64: TimeoutError

During handling of the above exception, another exception occurred:

    def test_block30o_separate_process_worker_execution():
        redis_client = redis.Redis.from_url(
            BROKER_URL,
            socket_connect_timeout=3,
            socket_timeout=3,
            decode_responses=True,
        )
>       assert redis_client.ping() is True
               ^^^^^^^^^^^^^^^^^^^

tests\production\test_block30o_separate_worker.py:24: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
.venv\Lib\site-packages\redis\commands\core.py:2037: in ping
    return self.execute_command("PING", **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\client.py:867: in execute_command
    return self._execute_command(*args, **options)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\client.py:873: in _execute_command
    conn = self.connection or pool.get_connection()
                              ^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\utils.py:258: in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\connection.py:3273: in get_connection
    connection.connect()
.venv\Lib\site-packages\redis\connection.py:1028: in connect
    self.retry.call_with_retry(
.venv\Lib\site-packages\redis\retry.py:132: in call_with_retry
    raise error
.venv\Lib\site-packages\redis\retry.py:120: in call_with_retry
    return do()
           ^^^^
.venv\Lib\site-packages\redis\connection.py:1029: in <lambda>
    lambda: self.connect_check_health(
.venv\Lib\site-packages\redis\connection.py:1083: in connect_check_health
    self.on_connect_check_health(check_health=check_health)
.venv\Lib\site-packages\redis\connection.py:1186: in on_connect_check_health
    self.handshake_metadata = self.read_response()
                              ^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\connection.py:1407: in read_response
    response = self._parser.read_response(
.venv\Lib\site-packages\redis\_parsers\resp3.py:40: in read_response
    result = self._read_response(
.venv\Lib\site-packages\redis\_parsers\resp3.py:65: in _read_response
    raw = self._buffer.readline(timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\_parsers\socket.py:117: in readline
    self._read_from_socket(timeout=timeout)
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = <redis._parsers.socket.SocketBuffer object at 0x000001C5F0BA16A0>
length = None, timeout = <object object at 0x000001C5ECE51BC0>
raise_on_timeout = True

    def _read_from_socket(
        self,
        length: Optional[int] = None,
        timeout: Union[float, object] = SENTINEL,
        raise_on_timeout: Optional[bool] = True,
    ) -> bool:
        sock = self._sock
        socket_read_size = self.socket_read_size
        marker = 0
        custom_timeout = timeout is not SENTINEL
    
        buf = self._buffer
        current_pos = buf.tell()
        buf.seek(0, SEEK_END)
        if custom_timeout:
            sock.settimeout(timeout)
        try:
            while True:
                data = sock.recv(socket_read_size)
                # an empty string indicates the server shutdown the socket
                if isinstance(data, bytes) and len(data) == 0:
                    raise ConnectionError(SERVER_CLOSED_CONNECTION_ERROR)
                buf.write(data)
                data_length = len(data)
                marker += data_length
    
                if length is not None and length > marker:
                    continue
                return True
        except socket.timeout:
            if raise_on_timeout:
>               raise TimeoutError("Timeout reading from socket")
E               redis.exceptions.TimeoutError: Timeout reading from socket

.venv\Lib\site-packages\redis\_parsers\socket.py:77: TimeoutError
=========================== short test summary info ===========================
FAILED tests/production/test_block30o_separate_worker.py::test_block30o_separate_process_worker_execution
1 failed in 3.60s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block30p_dedicated_worker.py
STATUS: FAIL/ERROR
F                                                                        [100%]
================================== FAILURES ===================================
__________________ test_block30p_dedicated_worker_execution ___________________

self = <redis._parsers.socket.SocketBuffer object at 0x00000207B47D5550>
length = None, timeout = <object object at 0x00000207B0AA1BC0>
raise_on_timeout = True

    def _read_from_socket(
        self,
        length: Optional[int] = None,
        timeout: Union[float, object] = SENTINEL,
        raise_on_timeout: Optional[bool] = True,
    ) -> bool:
        sock = self._sock
        socket_read_size = self.socket_read_size
        marker = 0
        custom_timeout = timeout is not SENTINEL
    
        buf = self._buffer
        current_pos = buf.tell()
        buf.seek(0, SEEK_END)
        if custom_timeout:
            sock.settimeout(timeout)
        try:
            while True:
>               data = sock.recv(socket_read_size)
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^
E               TimeoutError: timed out

.venv\Lib\site-packages\redis\_parsers\socket.py:64: TimeoutError

During handling of the above exception, another exception occurred:

    def test_block30p_dedicated_worker_execution():
        redis_client = redis.Redis.from_url(
            BROKER_URL,
            socket_connect_timeout=3,
            socket_timeout=3,
            decode_responses=True,
        )
>       assert redis_client.ping() is True
               ^^^^^^^^^^^^^^^^^^^

tests\production\test_block30p_dedicated_worker.py:18: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
.venv\Lib\site-packages\redis\commands\core.py:2037: in ping
    return self.execute_command("PING", **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\client.py:867: in execute_command
    return self._execute_command(*args, **options)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\client.py:873: in _execute_command
    conn = self.connection or pool.get_connection()
                              ^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\utils.py:258: in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\connection.py:3273: in get_connection
    connection.connect()
.venv\Lib\site-packages\redis\connection.py:1028: in connect
    self.retry.call_with_retry(
.venv\Lib\site-packages\redis\retry.py:132: in call_with_retry
    raise error
.venv\Lib\site-packages\redis\retry.py:120: in call_with_retry
    return do()
           ^^^^
.venv\Lib\site-packages\redis\connection.py:1029: in <lambda>
    lambda: self.connect_check_health(
.venv\Lib\site-packages\redis\connection.py:1083: in connect_check_health
    self.on_connect_check_health(check_health=check_health)
.venv\Lib\site-packages\redis\connection.py:1186: in on_connect_check_health
    self.handshake_metadata = self.read_response()
                              ^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\connection.py:1407: in read_response
    response = self._parser.read_response(
.venv\Lib\site-packages\redis\_parsers\resp3.py:40: in read_response
    result = self._read_response(
.venv\Lib\site-packages\redis\_parsers\resp3.py:65: in _read_response
    raw = self._buffer.readline(timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\_parsers\socket.py:117: in readline
    self._read_from_socket(timeout=timeout)
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = <redis._parsers.socket.SocketBuffer object at 0x00000207B47D5550>
length = None, timeout = <object object at 0x00000207B0AA1BC0>
raise_on_timeout = True

    def _read_from_socket(
        self,
        length: Optional[int] = None,
        timeout: Union[float, object] = SENTINEL,
        raise_on_timeout: Optional[bool] = True,
    ) -> bool:
        sock = self._sock
        socket_read_size = self.socket_read_size
        marker = 0
        custom_timeout = timeout is not SENTINEL
    
        buf = self._buffer
        current_pos = buf.tell()
        buf.seek(0, SEEK_END)
        if custom_timeout:
            sock.settimeout(timeout)
        try:
            while True:
                data = sock.recv(socket_read_size)
                # an empty string indicates the server shutdown the socket
                if isinstance(data, bytes) and len(data) == 0:
                    raise ConnectionError(SERVER_CLOSED_CONNECTION_ERROR)
                buf.write(data)
                data_length = len(data)
                marker += data_length
    
                if length is not None and length > marker:
                    continue
                return True
        except socket.timeout:
            if raise_on_timeout:
>               raise TimeoutError("Timeout reading from socket")
E               redis.exceptions.TimeoutError: Timeout reading from socket

.venv\Lib\site-packages\redis\_parsers\socket.py:77: TimeoutError
=========================== short test summary info ===========================
FAILED tests/production/test_block30p_dedicated_worker.py::test_block30p_dedicated_worker_execution
1 failed in 3.59s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block30q_diagnostic.py
STATUS: FAIL/ERROR
F                                                                        [100%]
================================== FAILURES ===================================
___________________ test_block30q_worker_stream_diagnostic ____________________

self = <redis._parsers.socket.SocketBuffer object at 0x00000281F1121550>
length = None, timeout = <object object at 0x00000281ED461BC0>
raise_on_timeout = True

    def _read_from_socket(
        self,
        length: Optional[int] = None,
        timeout: Union[float, object] = SENTINEL,
        raise_on_timeout: Optional[bool] = True,
    ) -> bool:
        sock = self._sock
        socket_read_size = self.socket_read_size
        marker = 0
        custom_timeout = timeout is not SENTINEL
    
        buf = self._buffer
        current_pos = buf.tell()
        buf.seek(0, SEEK_END)
        if custom_timeout:
            sock.settimeout(timeout)
        try:
            while True:
>               data = sock.recv(socket_read_size)
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^
E               TimeoutError: timed out

.venv\Lib\site-packages\redis\_parsers\socket.py:64: TimeoutError

During handling of the above exception, another exception occurred:

    def test_block30q_worker_stream_diagnostic():
        """
        Launches the dedicated Celery worker while capturing stdout/stderr
        to inspect task registration and queue binding diagnostics.
        """
        redis_client = redis.Redis.from_url(
            BROKER_URL,
            socket_connect_timeout=3,
            socket_timeout=3,
            decode_responses=True,
        )
>       assert redis_client.ping() is True
               ^^^^^^^^^^^^^^^^^^^

tests\production\test_block30q_diagnostic.py:22: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
.venv\Lib\site-packages\redis\commands\core.py:2037: in ping
    return self.execute_command("PING", **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\client.py:867: in execute_command
    return self._execute_command(*args, **options)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\client.py:873: in _execute_command
    conn = self.connection or pool.get_connection()
                              ^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\utils.py:258: in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\connection.py:3273: in get_connection
    connection.connect()
.venv\Lib\site-packages\redis\connection.py:1028: in connect
    self.retry.call_with_retry(
.venv\Lib\site-packages\redis\retry.py:132: in call_with_retry
    raise error
.venv\Lib\site-packages\redis\retry.py:120: in call_with_retry
    return do()
           ^^^^
.venv\Lib\site-packages\redis\connection.py:1029: in <lambda>
    lambda: self.connect_check_health(
.venv\Lib\site-packages\redis\connection.py:1083: in connect_check_health
    self.on_connect_check_health(check_health=check_health)
.venv\Lib\site-packages\redis\connection.py:1186: in on_connect_check_health
    self.handshake_metadata = self.read_response()
                              ^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\connection.py:1407: in read_response
    response = self._parser.read_response(
.venv\Lib\site-packages\redis\_parsers\resp3.py:40: in read_response
    result = self._read_response(
.venv\Lib\site-packages\redis\_parsers\resp3.py:65: in _read_response
    raw = self._buffer.readline(timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\_parsers\socket.py:117: in readline
    self._read_from_socket(timeout=timeout)
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = <redis._parsers.socket.SocketBuffer object at 0x00000281F1121550>
length = None, timeout = <object object at 0x00000281ED461BC0>
raise_on_timeout = True

    def _read_from_socket(
        self,
        length: Optional[int] = None,
        timeout: Union[float, object] = SENTINEL,
        raise_on_timeout: Optional[bool] = True,
    ) -> bool:
        sock = self._sock
        socket_read_size = self.socket_read_size
        marker = 0
        custom_timeout = timeout is not SENTINEL
    
        buf = self._buffer
        current_pos = buf.tell()
        buf.seek(0, SEEK_END)
        if custom_timeout:
            sock.settimeout(timeout)
        try:
            while True:
                data = sock.recv(socket_read_size)
                # an empty string indicates the server shutdown the socket
                if isinstance(data, bytes) and len(data) == 0:
                    raise ConnectionError(SERVER_CLOSED_CONNECTION_ERROR)
                buf.write(data)
                data_length = len(data)
                marker += data_length
    
                if length is not None and length > marker:
                    continue
                return True
        except socket.timeout:
            if raise_on_timeout:
>               raise TimeoutError("Timeout reading from socket")
E               redis.exceptions.TimeoutError: Timeout reading from socket

.venv\Lib\site-packages\redis\_parsers\socket.py:77: TimeoutError
=========================== short test summary info ===========================
FAILED tests/production/test_block30q_diagnostic.py::test_block30q_worker_stream_diagnostic
1 failed in 3.61s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block30r_diagnostic.py
STATUS: FAIL/ERROR
F                                                                        [100%]
================================== FAILURES ===================================
_________________ test_block30r_nonblocking_worker_diagnostic _________________

self = <redis._parsers.socket.SocketBuffer object at 0x000002221C3516A0>
length = None, timeout = <object object at 0x0000022218631BC0>
raise_on_timeout = True

    def _read_from_socket(
        self,
        length: Optional[int] = None,
        timeout: Union[float, object] = SENTINEL,
        raise_on_timeout: Optional[bool] = True,
    ) -> bool:
        sock = self._sock
        socket_read_size = self.socket_read_size
        marker = 0
        custom_timeout = timeout is not SENTINEL
    
        buf = self._buffer
        current_pos = buf.tell()
        buf.seek(0, SEEK_END)
        if custom_timeout:
            sock.settimeout(timeout)
        try:
            while True:
>               data = sock.recv(socket_read_size)
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^
E               TimeoutError: timed out

.venv\Lib\site-packages\redis\_parsers\socket.py:64: TimeoutError

During handling of the above exception, another exception occurred:

    def test_block30r_nonblocking_worker_diagnostic():
        redis_client = redis.Redis.from_url(
            BROKER_URL,
            socket_connect_timeout=3,
            socket_timeout=3,
            decode_responses=True,
        )
>       assert redis_client.ping() is True
               ^^^^^^^^^^^^^^^^^^^

tests\production\test_block30r_diagnostic.py:25: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
.venv\Lib\site-packages\redis\commands\core.py:2037: in ping
    return self.execute_command("PING", **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\client.py:867: in execute_command
    return self._execute_command(*args, **options)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\client.py:873: in _execute_command
    conn = self.connection or pool.get_connection()
                              ^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\utils.py:258: in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\connection.py:3273: in get_connection
    connection.connect()
.venv\Lib\site-packages\redis\connection.py:1028: in connect
    self.retry.call_with_retry(
.venv\Lib\site-packages\redis\retry.py:132: in call_with_retry
    raise error
.venv\Lib\site-packages\redis\retry.py:120: in call_with_retry
    return do()
           ^^^^
.venv\Lib\site-packages\redis\connection.py:1029: in <lambda>
    lambda: self.connect_check_health(
.venv\Lib\site-packages\redis\connection.py:1083: in connect_check_health
    self.on_connect_check_health(check_health=check_health)
.venv\Lib\site-packages\redis\connection.py:1186: in on_connect_check_health
    self.handshake_metadata = self.read_response()
                              ^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\connection.py:1407: in read_response
    response = self._parser.read_response(
.venv\Lib\site-packages\redis\_parsers\resp3.py:40: in read_response
    result = self._read_response(
.venv\Lib\site-packages\redis\_parsers\resp3.py:65: in _read_response
    raw = self._buffer.readline(timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
.venv\Lib\site-packages\redis\_parsers\socket.py:117: in readline
    self._read_from_socket(timeout=timeout)
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = <redis._parsers.socket.SocketBuffer object at 0x000002221C3516A0>
length = None, timeout = <object object at 0x0000022218631BC0>
raise_on_timeout = True

    def _read_from_socket(
        self,
        length: Optional[int] = None,
        timeout: Union[float, object] = SENTINEL,
        raise_on_timeout: Optional[bool] = True,
    ) -> bool:
        sock = self._sock
        socket_read_size = self.socket_read_size
        marker = 0
        custom_timeout = timeout is not SENTINEL
    
        buf = self._buffer
        current_pos = buf.tell()
        buf.seek(0, SEEK_END)
        if custom_timeout:
            sock.settimeout(timeout)
        try:
            while True:
                data = sock.recv(socket_read_size)
                # an empty string indicates the server shutdown the socket
                if isinstance(data, bytes) and len(data) == 0:
                    raise ConnectionError(SERVER_CLOSED_CONNECTION_ERROR)
                buf.write(data)
                data_length = len(data)
                marker += data_length
    
                if length is not None and length > marker:
                    continue
                return True
        except socket.timeout:
            if raise_on_timeout:
>               raise TimeoutError("Timeout reading from socket")
E               redis.exceptions.TimeoutError: Timeout reading from socket

.venv\Lib\site-packages\redis\_parsers\socket.py:77: TimeoutError
=========================== short test summary info ===========================
FAILED tests/production/test_block30r_diagnostic.py::test_block30r_nonblocking_worker_diagnostic
1 failed in 3.61s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block30s_permanent_worker.py
STATUS: PASS
s                                                                        [100%]
1 skipped in 3.21s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block31g_canonical_smoke.py
STATUS: PASS
s                                                                        [100%]
1 skipped in 10.22s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block31l3c_failure_probe.py
STATUS: FAIL/ERROR
F                                                                        [100%]
================================== FAILURES ===================================
________________________ test_failure_semantics_probe _________________________

    def test_failure_semantics_probe():
        print("\n--- STARTING BLOCK 31L.3C FAILURE SEMANTICS PROBE ---")
    
        # 1. Start a background Celery worker process
        worker_cmd = [
            sys.executable, "-m", "celery",
            "-A", "backend.tasks.celery_app",
            "worker", "--pool=solo", "--loglevel=INFO"
        ]
        print("Launching background Celery worker for failure test...")
        worker_proc = subprocess.Popen(worker_cmd)
        time.sleep(4)  # Wait for worker startup
    
        try:
            control = TaskControlService()
>           assert control.real_celery_enabled is True
E           assert False is True
E            +  where False = <backend.tasks.task_control.TaskControlService object at 0x00000214DF062E90>.real_celery_enabled

tests\production\test_block31l3c_failure_probe.py:21: AssertionError
---------------------------- Captured stdout call -----------------------------

--- STARTING BLOCK 31L.3C FAILURE SEMANTICS PROBE ---
Launching background Celery worker for failure test...
Terminating background worker...
---------------------------- Captured stderr call -----------------------------
Usage: python -m celery [OPTIONS] [COMMAND] [ARGS]...

Try 'python -m celery --help' for help.



Error: 

Unable to load celery application.

Module 'backend.tasks.celery_app' has no attribute 'celery'

=========================== short test summary info ===========================
FAILED tests/production/test_block31l3c_failure_probe.py::test_failure_semantics_probe
1 failed in 4.56s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\providers\test_edpf.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\providers\test_eepp_adapters.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\ratios\test_profitability_ratios.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\ratios\test_quality_engine.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.09s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\ratios\test_ratios.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.10s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\ratios\test_sprint7_ratios.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\realtime\test_edcp_stream.py
STATUS: PASS
...                                                                      [100%]
3 passed in 1.16s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\realtime\test_realtime.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\reasoning\test_reasoning_engine.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\reasoning_graph\test_irg.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\report\test_report.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\reporting\test_block19_report.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.12s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\reporting\test_reporting.py
STATUS: FAIL/ERROR
F                                                                        [100%]
================================== FAILURES ===================================
____________________ test_institutional_reporting_platform ____________________

    def test_institutional_reporting_platform() -> None:
        class MockCommittee:
            consensus_signal = "BUY"
            overall_confidence = 0.91
    
        class MockForecast:
            expected_value = 3150.0
    
        report = ResearchReportBuilder.build_report("RELIANCE.NS", MockCommittee(), MockForecast())
        assert report.symbol == "RELIANCE.NS"
>       assert report.recommendation == "BUY"
E       AssertionError: assert 'HOLD' == 'BUY'
E         
E         - BUY
E         + HOLD

tests\reporting\test_reporting.py:18: AssertionError
=========================== short test summary info ===========================
FAILED tests/reporting/test_reporting.py::test_institutional_reporting_platform
1 failed in 0.12s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\research\evidence\adapters\test_evidence_adapters.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\research\evidence\graph\test_evidence_graph.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\research\evidence\quality\test_evidence_quality.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\research\evidence\reasoning\test_evidence_reasoning.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\research\evidence\test_evidence_engine.py
STATUS: PASS
.......                                                                  [100%]
7 passed in 0.09s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\research\test_block17_research.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.10s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\research\test_research_case.py
STATUS: PASS
....                                                                     [100%]
4 passed in 0.07s

